,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
423,margate,GB,2022-05-04 19:44:22,51.3813,1.3862,97,86,58.13599999999997,1.34
424,port shepstone,ZA,2022-05-04 19:44:22,-30.7414,30.455,33,86,68.43200000000002,4.29
425,ilinskiy,RU,2022-05-04 19:44:23,55.619,38.1182,0,56,43.411999999999956,7.15
426,gobabis,NA,2022-05-04 19:44:23,-22.45,18.9667,0,31,62.438000000000045,4.77
427,vilhena,BR,2022-05-04 19:41:58,-12.7406,-60.1458,0,65,77.48599999999996,4.12
428,fereydunshahr,IR,2022-05-04 19:44:24,32.941,50.121,16,41,52.86199999999995,2.3
429,yining,CN,2022-05-04 19:44:25,29.0361,114.5636,9,79,61.57400000000001,0.78
430,west wendover,US,2022-05-04 19:44:25,40.7391,-114.0733,0,58,53.07799999999996,3.6
431,dawson creek,CA,2022-05-04 19:44:25,55.7666,-120.2362,40,57,48.109999999999985,6.17
432,galle,LK,2022-05-04 19:44:26,6.0367,80.217,84,82,82.16600000000001,5.79
433,agadez,NE,2022-05-04 19:44:26,19.75,10.25,38,10,96.94399999999997,4.38
434,chiang rai,TH,2022-05-04 19:44:27,19.9167,99.9167,12,83,74.39000000000001,0
435,hashtrud,IR,2022-05-04 19:39:51,37.4779,47.0508,34,53,60.727999999999966,2.25
436,guarapari,BR,2022-05-04 19:44:28,-20.6667,-40.4975,8,55,90.15800000000002,7.43
437,guanica,PR,2022-05-04 19:44:29,17.9716,-66.908,22,73,86.792,7.27
438,kaka,TM,2022-05-04 19:44:29,37.3482,59.6143,98,86,64.99399999999997,5.95
439,karaul,,,,,,,,
440,waipawa,NZ,2022-05-04 19:44:30,-41.4122,175.5153,19,93,49.964000000000034,2.4
441,goderich,CA,2022-05-04 19:44:31,43.7501,-81.7165,89,81,48.182000000000016,7.72
442,jamame,SO,2022-05-04 19:44:32,0.0722,42.7506,100,93,76.81999999999996,2.68
443,rieti,IT,2022-05-04 19:44:32,42.4072,12.8592,40,63,62.81600000000001,1.03
444,salalah,OM,2022-05-04 19:43:52,17.0151,54.0924,20,89,84.55999999999997,1.54
445,mareeba,AU,2022-05-04 19:44:33,-17,145.4333,19,93,67.71199999999996,0.77
446,kibala,TD,2022-05-04 19:44:34,9.1104,18.3463,20,34,98.81600000000002,0
447,regina,CA,2022-05-04 19:43:49,50.4501,-104.6178,40,28,69.31400000000004,3.09
448,yumen,CN,2022-05-04 19:44:35,40.2833,97.2,62,14,67.334,2.63
449,san patricio,US,2022-05-04 19:44:35,28.017,-97.5169,31,56,88.15999999999998,10.36
450,mahebourg,MU,2022-05-04 19:44:35,-20.4081,57.7,40,78,79.358,7.2
451,vuktyl,RU,2022-05-04 19:44:36,63.8567,57.3094,87,81,30.74000000000002,3.89
452,andalucia,CO,2022-05-04 19:44:36,4.1706,-76.1664,100,64,81.80600000000004,0.79
453,bakchar,RU,2022-05-04 19:44:37,57.0186,82.0711,3,58,40.208000000000006,1.89
454,codrington,AU,2022-05-04 19:44:37,-38.2667,141.9667,70,78,47.227999999999966,3.13
455,souillac,MU,2022-05-04 19:44:37,-20.5167,57.5167,40,78,79.44800000000004,7.2
456,vanavara,RU,2022-05-04 19:44:38,60.34,102.2797,13,91,25.25,3.34
457,alofi,NU,2022-05-04 19:40:42,-19.0595,-169.9187,9,78,75.36199999999997,3.6
458,nanakuli,US,2022-05-04 19:44:39,21.3906,-158.1547,0,78,75.38000000000005,3.09
459,guatire,VE,2022-05-04 19:44:39,10.4762,-66.5427,81,51,86.95399999999995,3.03
460,ekibastuz,KZ,2022-05-04 19:43:13,51.6667,75.3667,86,34,49.351999999999975,4.07
461,bosaso,SO,2022-05-04 19:44:40,11.2842,49.1816,61,71,85.334,0.37
462,altamira,BR,2022-05-04 19:44:41,-3.2033,-52.2064,40,66,88.15999999999998,1.54
463,palestina,PS,2022-05-04 19:44:41,31.9216,35.2033,62,89,58.693999999999974,8.47
464,sargodha,PK,2022-05-04 19:44:42,32.0836,72.6711,7,44,82.21999999999997,5.85
465,linxia,CN,2022-05-04 19:44:42,35.6003,103.2064,4,28,59.935999999999964,2.19
466,jinotega,NI,2022-05-04 19:44:42,13.0917,-86.0018,75,78,78.54800000000003,0
467,katangli,RU,2022-05-04 19:44:43,51.7102,143.2326,48,96,25.285999999999966,3.07
468,baghdad,IQ,2022-05-04 19:37:41,33.3406,44.4009,1,15,86.18000000000004,4.12
469,maniitsoq,GL,2022-05-04 19:44:44,65.4167,-52.9,89,72,23.07200000000004,2.99
470,calvia,ES,2022-05-04 19:44:20,39.5657,2.5062,100,53,67.17200000000004,6.93
471,ada,US,2022-05-04 19:44:44,43.4166,-116.1262,0,51,59.39600000000005,3.58
472,san blas,MX,2022-05-04 19:44:45,21.5167,-105.2667,6,49,100.56199999999995,3.33
473,mamallapuram,IN,2022-05-04 19:44:45,12.6264,80.1722,20,83,87.33200000000002,3.27
474,sechura,PE,2022-05-04 19:44:46,-5.5569,-80.8222,58,55,80.20399999999995,3.99
475,tsiroanomandidy,MG,2022-05-04 19:44:46,-18.7667,46.0333,98,73,70.39399999999998,2
476,praia,CV,2022-05-04 19:44:47,14.9215,-23.5087,0,53,79.60999999999999,9.26
477,san policarpo,PH,2022-05-04 19:44:47,12.1791,125.5072,72,83,80.618,3.73
478,christchurch,NZ,2022-05-04 19:41:19,-43.5333,172.6333,100,94,57.21799999999999,2.06
479,kodinsk,RU,2022-05-04 19:44:49,58.6881,99.1844,21,97,24.116000000000007,1.33
480,guane,CU,2022-05-04 19:44:49,22.2025,-84.0875,1,50,89.27599999999998,4.82
481,chara,RU,2022-05-04 19:44:50,56.9064,118.2631,26,72,23.630000000000038,1.08
482,puerto escondido,MX,2022-05-04 19:44:51,15.85,-97.0667,90,50,89.16799999999998,4.66
483,gladstone,AU,2022-05-04 19:44:52,-23.85,151.25,30,88,69.06199999999995,2.57
484,virden,US,2022-05-04 19:44:52,39.5009,-89.7679,51,71,59.99000000000002,3.15
485,kindu,CD,2022-05-04 19:44:53,-2.95,25.95,100,92,73.70600000000003,1.43
486,monchegorsk,RU,2022-05-04 19:44:53,67.9397,32.8739,100,85,27.680000000000042,4.31
487,ludvika,SE,2022-05-04 19:44:54,60.1496,15.1878,100,40,54.608000000000004,1.94
488,ulladulla,AU,2022-05-04 19:44:54,-35.35,150.4667,88,90,60.16999999999996,1.39
489,vitry-le-francois,FR,2022-05-04 19:44:55,48.7333,4.5833,92,75,61.483999999999995,2.86
490,wahran,,,,,,,,
491,vila velha,BR,2022-05-04 19:44:11,-20.3297,-40.2925,20,53,95.21600000000001,5.66
492,atbasar,KZ,2022-05-04 19:44:56,51.8,68.3333,97,78,54.23000000000005,4.69
493,verkhnetulomskiy,RU,2022-05-04 19:44:57,68.6073,31.7962,95,80,26.99600000000005,3.24
494,bontang,ID,2022-05-04 19:44:57,0.1333,117.5,100,92,77.66600000000001,2.47
495,noumea,NC,2022-05-04 19:44:58,-22.2763,166.4572,7,99,77.26999999999995,3.68
496,manjacaze,MZ,2022-05-04 19:44:58,-24.7117,33.8828,100,80,67.60399999999996,1.89
497,tiarei,PF,2022-05-04 19:44:59,-17.5333,-149.3333,66,78,80.88800000000005,4.82
498,toulepleu,,,,,,,,
499,verkhnevilyuysk,RU,2022-05-04 19:44:59,63.4453,120.3167,97,97,28.867999999999984,0.94
500,puerto madryn,AR,2022-05-04 19:45:00,-42.7692,-65.0385,100,36,71.40199999999999,7.61
501,izhma,RU,2022-05-04 19:45:00,65.0083,53.9113,85,70,26.185999999999968,3.54
502,pasni,PK,2022-05-04 19:45:01,25.2631,63.471,0,67,82.11199999999997,3.95
503,muriae,BR,2022-05-04 19:45:01,-21.1306,-42.3664,6,52,87.25999999999999,3.21
504,canavieiras,BR,2022-05-04 19:45:02,-15.675,-38.9472,2,66,83.19200000000001,3.58
505,lorengau,PG,2022-05-04 19:45:02,-2.0226,147.2712,77,81,81.35600000000002,1.63
506,port hawkesbury,CA,2022-05-04 19:45:03,45.6169,-61.3485,0,55,58.38800000000005,2.24
507,grand baie,MU,2022-05-04 19:45:03,-20.0182,57.5802,6,75,79.53800000000004,3.13
508,paradwip,,,,,,,,
509,tilichiki,RU,2022-05-04 19:45:04,60.4667,166.1,93,88,25.303999999999952,2.28
510,nhulunbuy,AU,2022-05-04 19:45:04,-12.2333,136.7667,100,94,76.08200000000002,0.51
511,sundumbili,ZA,2022-05-04 19:45:05,-29.1337,31.3975,0,91,66.2,1.7
512,katsina,NG,2022-05-04 19:45:05,12.9894,7.6006,84,15,97.016,1.22
513,oyonnax,FR,2022-05-04 19:44:53,46.2592,5.6573,64,89,58.60399999999996,1.65
514,midland,US,2022-05-04 19:45:08,31.9974,-102.0779,0,34,90.392,6.69
515,drayton valley,CA,2022-05-04 19:45:09,53.2168,-114.9854,100,60,55.92200000000004,2.7
516,mihara,JP,2022-05-04 19:45:10,34.4,133.0833,20,82,56.46199999999996,1.21
517,ismailia,EG,2022-05-04 19:40:20,30.6043,32.2723,4,53,66.66799999999998,6.11
518,picota,PE,2022-05-04 19:45:10,-6.9197,-76.3304,87,66,88.55600000000004,0.89
519,bolsheustikinskoye,,,,,,,,
520,padang,ID,2022-05-04 19:45:12,-0.9492,100.3543,100,81,78.368,1.39
521,tursunzoda,TJ,2022-05-04 19:45:13,38.5144,68.2333,92,89,60.33200000000002,3.21
522,san vicente,AR,2022-05-04 19:45:13,-26.6167,-54.1333,100,99,56.04800000000003,1.44
523,bouar,CF,2022-05-04 19:45:14,5.934,15.596,88,61,73.79600000000005,2.9
524,linhares,BR,2022-05-04 19:45:14,-19.3911,-40.0722,0,36,91.47200000000004,3.56
525,melfort,CA,2022-05-04 19:45:14,52.8667,-104.6177,100,77,45.40999999999998,3.72
526,zhenlai,CN,2022-05-04 19:45:15,45.8495,123.2973,99,20,73.72400000000002,6.11
527,ankazoabo,MG,2022-05-04 19:45:16,-22.2833,44.5167,69,56,71.74399999999997,2.25
528,bindki,IN,2022-05-04 19:45:16,26.0333,80.6,19,18,95.77400000000002,0.44
529,barcelona,ES,2022-05-04 19:40:54,41.3888,2.159,20,79,66.29000000000002,3.6
530,koslan,RU,2022-05-04 19:45:17,63.4564,48.8989,86,92,24.188000000000045,1.59
531,shelburne,CA,2022-05-04 19:45:17,44.0787,-80.2041,100,89,57.01999999999996,5.17
532,chor,PK,2022-05-04 19:45:18,25.5167,69.7667,0,33,88.57400000000001,6.41
533,black river,JM,2022-05-04 19:45:18,18.0264,-77.8487,6,55,89.00600000000003,9.27
534,beringovskiy,RU,2022-05-04 19:45:19,63.05,179.3167,77,89,14.053999999999949,4.15
535,conde,BR,2022-05-04 19:45:19,-7.2597,-34.9075,40,70,85.73000000000005,7.2
536,ixtapa,MX,2022-05-04 19:45:20,20.7,-105.2,8,24,94.17200000000004,4.01
537,bani walid,LY,2022-05-04 19:45:20,31.7566,13.9942,24,20,79.84399999999997,7.6
538,lusambo,CD,2022-05-04 19:45:20,-4.9667,23.45,45,75,75.91999999999996,1.24
539,kastamonu,TR,2022-05-04 19:45:21,41.5,33.6667,100,92,44.67200000000004,1.16
540,brae,GB,2022-05-04 19:45:21,60.3964,-1.353,78,75,48.398000000000025,7.97
541,harnosand,SE,2022-05-04 19:45:22,62.6323,17.9379,94,72,43.088000000000044,5.67
542,hobyo,SO,2022-05-04 19:45:22,5.3505,48.5268,48,69,82.184,9.77
543,kupang,ID,2022-05-04 19:45:23,-10.1667,123.5833,64,85,78.38599999999997,2.99
544,san lorenzo,PY,2022-05-04 19:45:23,-25.3333,-57.5333,75,60,71.00600000000003,7.72
545,maymyo,MM,2022-05-04 19:45:23,22.0333,96.4667,92,95,63.57200000000004,1.18
546,matay,EG,2022-05-04 19:45:24,28.419,30.7792,3,26,77.64800000000002,4.79
547,atar,MR,2022-05-04 19:45:24,20.5169,-13.0499,21,13,98.02400000000002,5.34
548,mount pleasant,US,2022-05-04 19:45:25,32.7941,-79.8626,20,73,87.33200000000002,4.63
549,aktau,KZ,2022-05-04 19:45:26,43.65,51.2,33,54,59.846000000000046,4.28
550,talcahuano,CL,2022-05-04 19:44:47,-36.7167,-73.1167,0,59,64.34600000000006,2.06
551,lawton,US,2022-05-04 19:45:26,34.6087,-98.3903,100,95,71.78000000000004,5.36
552,dandong,CN,2022-05-04 19:45:27,40.1292,124.3947,27,82,53.653999999999954,4.39
553,hambantota,LK,2022-05-04 19:45:27,6.1241,81.1185,89,83,80.95999999999998,6.6
554,puerto rondon,CO,2022-05-04 19:45:28,6.2805,-71.1,59,34,96.94399999999997,3.38
555,broome,US,2022-05-04 19:45:28,42.2506,-75.833,100,84,62.79800000000003,3.09
556,elizabethtown,US,2022-05-04 19:45:29,37.694,-85.8591,100,77,59.39600000000005,0
557,abu kamal,SY,2022-05-04 19:45:29,34.4506,40.9171,1,45,76.47799999999997,12.42
558,divinopolis,BR,2022-05-04 19:45:30,-20.1389,-44.8839,42,49,80.95999999999998,2.12
559,hue,VN,2022-05-04 19:44:07,16.4667,107.6,75,83,71.97799999999997,2.06
560,eirunepe,BR,2022-05-04 19:45:30,-6.6603,-69.8736,88,91,79.934,2.14
561,norton,ZW,2022-05-04 19:45:31,-17.8833,30.7,100,52,65.22799999999997,2.57
562,kunya,NG,2022-05-04 19:45:32,12.2233,8.5325,20,32,100.83200000000002,2.57
563,mae hong son,TH,2022-05-04 19:45:32,19.3003,97.9685,84,88,73.49000000000002,0.44
564,neepawa,CA,2022-05-04 19:45:32,50.2289,-99.4664,45,45,57.866000000000014,4.31
565,havelock,US,2022-05-04 19:45:33,34.8791,-76.9013,40,77,88.25,5.14
566,samsun,TR,2022-05-04 19:45:33,41.25,36.3333,75,99,52.26799999999999,2.06
567,antalaha,MG,2022-05-04 19:45:34,-14.9003,50.2788,20,82,74.35399999999996,3.95
568,emerald,AU,2022-05-04 19:45:34,-23.5333,148.1667,17,100,64.81400000000004,2.57
569,truckee,US,2022-05-04 19:45:35,39.328,-120.1833,40,36,63.89600000000005,1.34
570,kudahuvadhoo,MV,2022-05-04 19:45:35,2.6708,72.8944,100,80,78.69200000000001,5.21
571,macaboboni,,,,,,,,
572,grand-santi,GF,2022-05-04 19:45:37,4.25,-54.3833,100,94,75.66799999999998,0.66
573,kuusamo,FI,2022-05-04 19:45:09,65.9667,29.1833,20,47,34.10600000000003,4.63
574,sabha,LY,2022-05-04 19:45:38,27.0377,14.4283,2,15,83.84000000000003,5.16
575,miyako,JP,2022-05-04 19:45:38,39.6367,141.9525,17,87,47.174000000000014,1.14
576,bela palanka,RS,2022-05-04 19:45:39,43.2183,22.3111,32,78,65.26400000000004,0.28
577,yuzhno-kurilsk,RU,2022-05-04 19:45:39,44.0306,145.8556,69,84,35.311999999999955,8.55
578,taoudenni,ML,2022-05-04 19:45:39,22.6783,-3.9836,24,10,100.41799999999999,6.48
579,nisia floresta,BR,2022-05-04 19:45:40,-6.0911,-35.2086,68,78,86.64800000000002,5.92
580,haines junction,CA,2022-05-04 19:45:40,60.7522,-137.5108,100,56,41.21600000000001,3.09
581,uwayl,,,,,,,,
582,tagusao,PH,2022-05-04 19:45:42,9.1924,117.8141,97,83,80.24000000000002,1.38
583,eyl,SO,2022-05-04 19:45:42,7.9803,49.8164,71,70,84.63200000000002,8.27
584,hudiksvall,SE,2022-05-04 19:41:49,61.729,17.1036,100,67,41.26999999999996,3.07
585,deputatskiy,RU,2022-05-04 19:45:43,69.3,139.9,93,99,13.261999999999954,0.44
586,black diamond,US,2022-05-04 19:45:44,47.3087,-122.0032,100,74,59.46799999999999,2.24
587,ust-kuyga,RU,2022-05-04 19:45:44,70.0167,135.6,88,100,-0.3820000000000192,0.29
588,viedma,AR,2022-05-04 19:45:28,-40.8135,-62.9967,68,28,76.08200000000002,5.45
589,honiara,SB,2022-05-04 19:44:38,-9.4333,159.95,16,85,77.35999999999999,1.04
590,goure,NE,2022-05-04 19:45:47,13.9835,10.2704,72,15,102.29000000000002,3.11
591,artyk,,,,,,,,
592,kedrovyy,RU,2022-05-04 19:45:48,56.1667,91.8167,7,76,25.48399999999999,1.73
593,jacareacanga,BR,2022-05-04 19:45:48,-6.2222,-57.7528,47,78,85.08200000000002,1.28
594,umzimvubu,,,,,,,,
595,oktyabrskoye,RU,2022-05-04 19:45:49,43.0645,44.7417,100,93,50.41400000000003,3
596,taywarah,AF,2022-05-04 19:45:51,33.35,64.4167,22,42,52.95199999999998,2.21
597,soyaux,FR,2022-05-04 19:45:51,45.65,0.2,75,59,64.11199999999997,2.06
598,ryotsu,JP,2022-05-04 19:44:24,38.0833,138.4333,0,56,56.65999999999998,2.32
599,saint-pierre,RE,2022-05-04 19:45:52,-21.3393,55.4781,75,94,76.17200000000004,12.86
600,fukue,JP,2022-05-04 19:45:53,32.6881,128.8419,62,78,64.52599999999998,2.96
601,falealupo,,,,,,,,
602,matamoros,MX,2022-05-04 19:45:53,25.5333,-103.25,5,8,91.32799999999997,2.24
603,namatanai,PG,2022-05-04 19:45:54,-3.6667,152.4333,91,82,80.31199999999995,3.1
604,tulnici,RO,2022-05-04 19:45:54,45.9167,26.6667,95,89,49.78399999999999,1.5
605,longyan,CN,2022-05-04 19:45:55,25.1072,117.0225,100,89,62.07799999999996,0.89
606,aklavik,CA,2022-05-04 19:45:55,68.2191,-135.0107,100,74,26.86999999999996,5.14
607,itarema,BR,2022-05-04 19:45:56,-2.9248,-39.9167,96,77,83.44399999999997,5.44
608,saleaula,,,,,,,,
609,tooele,US,2022-05-04 19:45:57,40.5308,-112.2983,96,72,46.49000000000002,2.76
610,buraydah,SA,2022-05-04 19:41:31,26.326,43.975,31,12,97.51999999999997,3.59
611,hovd,MN,2022-05-04 19:45:58,48.0056,91.6419,84,27,45.158,3.58
612,puri,IN,2022-05-04 19:45:58,19.8,85.85,41,88,83.19200000000001,3.65
613,borlange,,,,,,,,
614,doha,QA,2022-05-04 19:41:38,25.2867,51.5333,0,23,95.25199999999998,2.06
615,chicama,PE,2022-05-04 19:45:59,-7.8447,-79.1469,35,56,65.20999999999998,4.09
616,corinth,GR,2022-05-04 19:45:30,37.9407,22.9573,32,70,64.68800000000005,0.86
617,singapore,SG,2022-05-04 19:36:02,1.2897,103.8501,75,86,82.61600000000001,1.54
618,pangai,TO,2022-05-04 19:46:01,-19.8,-174.35,20,73,75.57799999999997,0
619,semenivka,UA,2022-05-04 19:44:48,52.1783,32.5818,46,57,41.377999999999965,4.69
620,moosomin,CA,2022-05-04 19:46:02,50.1333,-101.6677,19,41,59.900000000000006,4.2
621,pangnirtung,CA,2022-05-04 19:46:02,66.1451,-65.7125,20,85,12.46999999999996,3.09
622,saint anthony,US,2022-05-04 19:46:03,45.0205,-93.218,0,47,62.924000000000014,2.06
623,salvaterra de magos,PT,2022-05-04 19:46:03,39.0279,-8.7935,24,45,75.41600000000001,5.97
624,asau,RO,2022-05-04 19:46:04,46.4333,26.4,94,85,58.38800000000005,1.76
625,darnah,LY,2022-05-04 19:46:04,32.767,22.6367,0,82,62.13200000000002,6.26
626,sorvag,,,,,,,,
627,acajutla,SV,2022-05-04 19:46:05,13.5928,-89.8275,78,61,88.39399999999998,3.01
628,adrar,MR,2022-05-04 19:46:05,20.5022,-10.0711,6,12,96.18800000000005,4.24
629,edd,ER,2022-05-04 19:46:06,13.9297,41.6925,2,55,91.27400000000002,5.79
630,singaraja,ID,2022-05-04 19:46:06,-8.112,115.0882,100,84,80.74399999999997,1.84
